datetime,open,high,low,close
2023-10-13 05:20:00,26803.80000,26803.80000,26787.39000,26787.72000
2023-10-13 05:25:00,26787.52000,26793.68000,26781.34000,26789.76000
2023-10-13 05:30:00,26789.75000,26791.20000,26781.96000,26789.56000
2023-10-13 05:35:00,26789.56000,26789.85000,26776.98000,26777.20000
2023-10-13 05:40:00,26777.19000,26789.35000,26772.84000,26785.63000
2023-10-13 05:45:00,26785.63000,26792.66000,26784.91000,26789.01000
2023-10-13 05:50:00,26789.01000,26820.43000,26789.01000,26810.43000
2023-10-13 05:55:00,26811.10000,26818.94000,26807.97000,26812.35000
2023-10-13 06:00:00,26812.34000,26817.52000,26798.79000,26798.80000
2023-10-13 06:05:00,26798.79000,26800.00000,26791.01000,26791.58000
2023-10-13 06:10:00,26793.56000,26798.79000,26791.19000,26794.92000
2023-10-13 06:15:00,26794.92000,26803.21000,26793.69000,26797.29000
2023-10-13 06:20:00,26797.28000,26799.57000,26793.78000,26798.28000
2023-10-13 06:25:00,26798.28000,26799.53000,26791.48000,26794.25000
2023-10-13 06:30:00,26794.24000,26801.35000,26794.24000,26801.35000
2023-10-13 06:35:00,26801.35000,26822.62000,26801.35000,26822.45000
2023-10-13 06:40:00,26822.21000,26844.14000,26822.19000,26834.85000
2023-10-13 06:45:00,26833.87000,26848.98000,26830.73000,26830.74000
2023-10-13 06:50:00,26830.74000,26830.74000,26794.50000,26798.07000
2023-10-13 06:55:00,26798.37000,26802.57000,26794.54000,26797.17000
2023-10-13 07:00:00,26797.16000,26829.63000,26797.16000,26823.49000
2023-10-13 07:05:00,26824.41000,26848.85000,26819.18000,26848.75000
2023-10-13 07:10:00,26846.98000,26872.21000,26844.05000,26860.11000
2023-10-13 07:15:00,26860.11000,26889.95000,26843.40000,26884.26000
2023-10-13 07:20:00,26883.15000,26891.72000,26856.48000,26869.24000
2023-10-13 07:25:00,26868.64000,26887.86000,26865.01000,26874.45000
2023-10-13 07:30:00,26874.44000,26933.30000,26874.44000,26916.54000
2023-10-13 07:35:00,26915.04000,26915.72000,26870.04000,26886.06000
2023-10-13 07:40:00,26887.44000,26891.22000,26867.83000,26867.84000
2023-10-13 07:45:00,26867.87000,26871.52000,26838.80000,26851.82000
2023-10-13 07:50:00,26851.82000,26855.65000,26839.12000,26854.57000
2023-10-13 07:55:00,26855.59000,26868.34000,26851.81000,26863.22000
2023-10-13 08:00:00,26862.69000,26888.49000,26862.68000,26883.96000
2023-10-13 08:05:00,26883.77000,26897.52000,26872.59000,26875.33000
2023-10-13 08:10:00,26875.33000,26884.81000,26866.98000,26867.67000
2023-10-13 08:15:00,26866.23000,26880.50000,26844.88000,26847.35000
2023-10-13 08:20:00,26846.63000,26863.33000,26837.29000,26855.11000
2023-10-13 08:25:00,26855.10000,26855.10000,26839.12000,26844.55000
2023-10-13 08:30:00,26844.93000,26849.78000,26827.00000,26827.37000
2023-10-13 08:35:00,26827.37000,26833.01000,26805.01000,26810.64000
2023-10-13 08:40:00,26810.99000,26816.01000,26797.61000,26797.61000
2023-10-13 08:45:00,26797.60000,26807.97000,26789.03000,26793.68000
2023-10-13 08:50:00,26793.68000,26800.95000,26785.00000,26793.10000
2023-10-13 08:55:00,26792.52000,26796.14000,26787.52000,26788.86000
2023-10-13 09:00:00,26787.81000,26805.05000,26785.01000,26793.55000
2023-10-13 09:05:00,26792.50000,26793.86000,26774.99000,26780.52000
2023-10-13 09:10:00,26778.33000,26796.11000,26775.68000,26795.15000
2023-10-13 09:15:00,26795.15000,26810.05000,26791.69000,26806.14000
2023-10-13 09:20:00,26806.13000,26809.31000,26798.11000,26807.73000
2023-10-13 09:25:00,26807.73000,26815.78000,26804.98000,26810.49000
2023-10-13 09:30:00,26810.19000,26814.44000,26785.15000,26785.16000
2023-10-13 09:35:00,26785.16000,26785.16000,26763.31000,26768.67000
2023-10-13 09:40:00,26768.66000,26769.88000,26751.51000,26763.05000
2023-10-13 09:45:00,26763.04000,26768.59000,26751.45000,26765.90000
2023-10-13 09:50:00,26765.90000,26770.03000,26750.62000,26755.14000
2023-10-13 09:55:00,26755.13000,26760.90000,26727.27000,26729.00000
2023-10-13 10:00:00,26728.99000,26748.87000,26728.99000,26745.27000
2023-10-13 10:05:00,26745.28000,26749.00000,26744.58000,26748.94000
2023-10-13 10:10:00,26748.94000,26765.76000,26743.76000,26749.81000
2023-10-13 10:15:00,26749.82000,26764.49000,26746.64000,26748.12000
2023-10-13 10:20:00,26748.44000,26771.65000,26748.39000,26771.65000
2023-10-13 10:25:00,26772.05000,26772.05000,26755.41000,26761.52000
2023-10-13 10:30:00,26761.52000,26775.52000,26761.51000,26774.44000
2023-10-13 10:35:00,26774.43000,26775.90000,26766.15000,26772.91000
2023-10-13 10:40:00,26773.03000,26773.13000,26754.00000,26758.43000
2023-10-13 10:45:00,26758.43000,26776.01000,26758.42000,26772.08000
2023-10-13 10:50:00,26772.07000,26772.07000,26756.83000,26760.23000
2023-10-13 10:55:00,26760.22000,26766.47000,26757.02000,26766.11000
2023-10-13 11:00:00,26766.11000,26779.33000,26766.11000,26777.94000
2023-10-13 11:05:00,26777.93000,26793.11000,26776.68000,26793.11000
2023-10-13 11:10:00,26793.11000,26824.91000,26785.92000,26821.88000
2023-10-13 11:15:00,26821.90000,26824.22000,26793.94000,26793.94000
2023-10-13 11:20:00,26793.94000,26824.17000,26784.93000,26816.67000
2023-10-13 11:25:00,26816.67000,26826.73000,26810.67000,26826.73000
2023-10-13 11:30:00,26825.57000,26833.23000,26808.48000,26830.05000
2023-10-13 11:35:00,26830.05000,26843.82000,26827.19000,26834.35000
2023-10-13 11:40:00,26834.31000,26839.20000,26814.79000,26814.83000
2023-10-13 11:45:00,26814.85000,26814.89000,26801.51000,26811.19000
2023-10-13 11:50:00,26811.18000,26815.66000,26797.63000,26806.65000
2023-10-13 11:55:00,26806.65000,26820.11000,26804.05000,26807.71000
2023-10-13 12:00:00,26808.12000,26820.83000,26780.84000,26784.12000
2023-10-13 12:05:00,26784.28000,26789.00000,26749.15000,26766.46000
2023-10-13 12:10:00,26765.55000,26849.73000,26763.72000,26835.97000
2023-10-13 12:15:00,26835.97000,26853.30000,26817.49000,26832.37000
2023-10-13 12:20:00,26831.47000,26870.29000,26825.76000,26847.04000
2023-10-13 12:25:00,26847.05000,26861.34000,26838.92000,26846.71000
2023-10-13 12:30:00,26846.71000,26894.24000,26846.49000,26894.24000
2023-10-13 12:35:00,26894.24000,26902.96000,26865.67000,26880.52000
2023-10-13 12:40:00,26879.99000,26892.20000,26861.39000,26865.10000
2023-10-13 12:45:00,26865.10000,26879.90000,26846.06000,26875.83000
2023-10-13 12:50:00,26875.83000,26933.45000,26872.80000,26918.37000
2023-10-13 12:55:00,26918.36000,26936.65000,26906.56000,26929.68000
2023-10-13 13:00:00,26929.68000,26957.45000,26848.55000,26864.69000
2023-10-13 13:05:00,26863.96000,26902.10000,26852.35000,26879.85000
2023-10-13 13:10:00,26879.84000,26893.62000,26859.78000,26878.39000
2023-10-13 13:15:00,26878.39000,26885.65000,26856.68000,26858.09000
2023-10-13 13:20:00,26857.09000,26876.70000,26850.83000,26873.52000
2023-10-13 13:25:00,26874.62000,26886.01000,26866.12000,26872.45000
2023-10-13 13:30:00,26872.18000,26892.02000,26842.36000,26842.96000
2023-10-13 13:35:00,26842.39000,26868.75000,26830.48000,26865.08000
2023-10-13 13:40:00,26865.07000,26881.04000,26838.11000,26840.21000
2023-10-13 13:45:00,26840.20000,26867.23000,26825.26000,26865.57000
2023-10-13 13:50:00,26865.57000,26878.85000,26840.72000,26849.13000
2023-10-13 13:55:00,26849.12000,26865.23000,26848.47000,26851.89000
2023-10-13 14:00:00,26851.08000,26851.08000,26803.86000,26832.56000
2023-10-13 14:05:00,26832.56000,26848.80000,26802.42000,26838.54000
2023-10-13 14:10:00,26838.53000,26838.53000,26806.25000,26809.03000
2023-10-13 14:15:00,26809.03000,26817.61000,26798.50000,26802.07000
2023-10-13 14:20:00,26803.56000,26815.25000,26788.91000,26790.10000
2023-10-13 14:25:00,26791.40000,26813.00000,26788.01000,26791.60000
2023-10-13 14:30:00,26790.54000,26807.27000,26779.50000,26804.97000
2023-10-13 14:35:00,26804.11000,26807.53000,26788.69000,26796.46000
2023-10-13 14:40:00,26796.47000,26815.33000,26787.06000,26814.35000
2023-10-13 14:45:00,26814.94000,26821.16000,26793.40000,26803.38000
2023-10-13 14:50:00,26801.64000,26801.71000,26732.26000,26770.41000
2023-10-13 14:55:00,26770.41000,26770.41000,26727.92000,26748.27000
2023-10-13 15:00:00,26747.65000,26772.99000,26722.26000,26760.00000
2023-10-13 15:05:00,26760.00000,26760.00000,26731.56000,26756.49000
2023-10-13 15:10:00,26756.48000,26765.43000,26739.16000,26751.47000
2023-10-13 15:15:00,26749.93000,26773.56000,26746.12000,26762.50000
2023-10-13 15:20:00,26760.50000,26763.16000,26685.00000,26693.39000
2023-10-13 15:25:00,26695.97000,26725.51000,26682.42000,26721.24000
2023-10-13 15:30:00,26720.51000,26727.52000,26692.99000,26696.19000
2023-10-13 15:35:00,26696.20000,26722.49000,26695.52000,26706.15000
2023-10-13 15:40:00,26707.62000,26722.11000,26693.48000,26711.93000
2023-10-13 15:45:00,26711.94000,26724.23000,26690.00000,26691.50000
2023-10-13 15:50:00,26691.50000,26700.97000,26671.19000,26698.34000
2023-10-13 15:55:00,26698.25000,26710.05000,26685.93000,26691.51000
2023-10-13 16:00:00,26691.19000,26704.44000,26686.10000,26699.52000
2023-10-13 16:05:00,26699.52000,26733.01000,26697.87000,26723.40000
2023-10-13 16:10:00,26723.40000,26731.98000,26717.07000,26729.00000
2023-10-13 16:15:00,26729.93000,26748.47000,26725.66000,26737.00000
2023-10-13 16:20:00,26737.01000,26766.96000,26735.77000,26759.81000
2023-10-13 16:25:00,26759.81000,26774.67000,26742.60000,26766.42000
2023-10-13 16:30:00,26767.83000,26799.08000,26732.79000,26797.30000
2023-10-13 16:35:00,26797.29000,26799.75000,26769.83000,26781.63000
2023-10-13 16:40:00,26781.62000,26792.84000,26771.50000,26790.85000
2023-10-13 16:45:00,26792.84000,26798.25000,26769.47000,26769.48000
2023-10-13 16:50:00,26769.47000,26794.34000,26758.14000,26777.33000
2023-10-13 16:55:00,26777.33000,26792.48000,26774.92000,26786.76000
2023-10-13 17:00:00,26786.75000,26791.82000,26774.64000,26781.48000
2023-10-13 17:05:00,26781.47000,26784.10000,26750.39000,26755.42000
2023-10-13 17:10:00,26754.47000,26759.95000,26728.08000,26735.05000
2023-10-13 17:15:00,26736.33000,26739.86000,26725.45000,26735.69000
2023-10-13 17:20:00,26735.69000,26765.39000,26734.17000,26742.35000
2023-10-13 17:25:00,26741.66000,26744.59000,26711.40000,26712.37000
2023-10-13 17:30:00,26712.37000,26714.33000,26662.62000,26682.99000
2023-10-13 17:35:00,26682.99000,26720.22000,26682.98000,26719.72000
2023-10-13 17:40:00,26719.72000,26754.14000,26719.10000,26742.72000
2023-10-13 17:45:00,26742.71000,26751.76000,26726.52000,26740.96000
2023-10-13 17:50:00,26741.29000,26753.59000,26739.98000,26748.98000
2023-10-13 17:55:00,26749.31000,26763.94000,26747.50000,26760.06000
2023-10-13 18:00:00,26760.06000,26766.55000,26752.38000,26762.63000
2023-10-13 18:05:00,26762.63000,26780.97000,26755.01000,26763.28000
2023-10-13 18:10:00,26763.28000,26772.68000,26758.07000,26767.85000
2023-10-13 18:15:00,26767.84000,26775.70000,26750.28000,26770.73000
2023-10-13 18:20:00,26770.73000,26772.40000,26746.59000,26746.59000
2023-10-13 18:25:00,26746.60000,26755.24000,26742.60000,26749.87000
2023-10-13 18:30:00,26749.87000,26764.93000,26745.83000,26758.52000
2023-10-13 18:35:00,26758.52000,26761.34000,26720.15000,26721.76000
2023-10-13 18:40:00,26721.77000,26745.38000,26721.76000,26727.08000
2023-10-13 18:45:00,26727.09000,26741.78000,26724.44000,26727.95000
2023-10-13 18:50:00,26727.96000,26747.56000,26726.40000,26735.73000
2023-10-13 18:55:00,26735.73000,26744.47000,26730.00000,26736.70000
2023-10-13 19:00:00,26736.71000,26752.37000,26728.00000,26749.00000
2023-10-13 19:05:00,26748.22000,26748.23000,26710.42000,26733.87000
2023-10-13 19:10:00,26733.87000,26761.61000,26726.00000,26755.60000
2023-10-13 19:15:00,26755.59000,26766.06000,26747.00000,26755.43000
2023-10-13 19:20:00,26754.04000,26770.75000,26754.04000,26766.88000
2023-10-13 19:25:00,26766.89000,26769.96000,26760.57000,26767.77000
2023-10-13 19:30:00,26767.77000,26770.99000,26735.66000,26735.66000
2023-10-13 19:35:00,26735.66000,26755.12000,26735.65000,26746.14000
2023-10-13 19:40:00,26745.97000,26746.26000,26727.66000,26731.45000
2023-10-13 19:45:00,26732.72000,26767.83000,26730.93000,26767.49000
2023-10-13 19:50:00,26767.05000,26774.91000,26752.54000,26752.54000
2023-10-13 19:55:00,26751.00000,26774.88000,26746.00000,26773.00000
2023-10-13 20:00:00,26771.54000,26794.37000,26763.97000,26783.66000
2023-10-13 20:05:00,26783.65000,26783.86000,26762.51000,26766.58000
2023-10-13 20:10:00,26766.03000,26768.50000,26759.62000,26759.72000
2023-10-13 20:15:00,26759.72000,26759.72000,26737.00000,26751.27000
2023-10-13 20:20:00,26751.31000,26760.48000,26751.30000,26756.27000
2023-10-13 20:25:00,26756.30000,26765.79000,26755.41000,26757.50000
2023-10-13 20:30:00,26757.49000,26757.50000,26738.94000,26748.43000
2023-10-13 20:35:00,26748.44000,26768.62000,26747.40000,26766.15000
2023-10-13 20:40:00,26766.15000,26768.37000,26758.10000,26764.67000
2023-10-13 20:45:00,26764.16000,26768.44000,26750.24000,26753.44000
2023-10-13 20:50:00,26753.44000,27066.31000,26750.33000,26944.17000
2023-10-13 20:55:00,26945.82000,26993.67000,26871.38000,26976.87000
2023-10-13 21:00:00,26974.05000,27122.24000,26972.07000,27036.72000
2023-10-13 21:05:00,27036.63000,27059.56000,27011.30000,27016.03000
2023-10-13 21:10:00,27016.02000,27016.03000,26869.11000,26903.20000
2023-10-13 21:15:00,26903.21000,26949.39000,26841.26000,26935.85000
2023-10-13 21:20:00,26938.08000,27019.30000,26903.86000,26983.64000
2023-10-13 21:25:00,26985.46000,27039.21000,26962.31000,26993.40000
2023-10-13 21:30:00,26992.97000,27030.09000,26983.10000,26995.69000
2023-10-13 21:35:00,26995.69000,27045.49000,26985.40000,27032.29000
2023-10-13 21:40:00,27032.29000,27050.00000,26995.51000,27011.69000
2023-10-13 21:45:00,27013.27000,27040.45000,27011.46000,27040.44000
2023-10-13 21:50:00,27040.44000,27044.55000,26991.92000,27004.27000
2023-10-13 21:55:00,27002.69000,27027.84000,27002.22000,27013.28000
2023-10-13 22:00:00,27013.28000,27027.31000,26997.31000,27007.71000
2023-10-13 22:05:00,27007.71000,27078.81000,27007.71000,27052.77000
2023-10-13 22:10:00,27052.76000,27069.03000,27017.79000,27031.42000
2023-10-13 22:15:00,27031.42000,27059.00000,27024.54000,27049.92000
2023-10-13 22:20:00,27049.83000,27072.34000,27025.55000,27028.46000
2023-10-13 22:25:00,27028.46000,27034.15000,26980.68000,26983.10000
2023-10-13 22:30:00,26985.61000,26985.61000,26937.31000,26951.91000
2023-10-13 22:35:00,26951.92000,26965.45000,26889.97000,26907.32000
2023-10-13 22:40:00,26907.32000,26926.71000,26862.18000,26899.04000
2023-10-13 22:45:00,26899.04000,26924.46000,26862.67000,26867.44000
